Year,sampling event,Sampling date,GFV ,Sample,GPS sampling  pt ID,POINT_X,POINT_Y,pH,TA,brix,bunch wt,Mean berry wt,berries/bunch,Colour per berry Wt,Phenolic per berry Wt,Colour per berry ,Phenolic per berry ,,,,,,,,,,,,,
2016,6,17/02/2016,3239,28,628,286671.321,6236812.338,3.296,7.368,25.000,99.09,0.952,104,1.664,1.629,1.605,1.570,,,,,,,,,,,,,
2016,6,17/02/2016,3239,29,629,286711.6051,6236822.717,3.292,6.527,24.700,97.99,0.906,108,1.355,1.495,1.204,1.328,,,,,,,,,,,,,
2016,6,17/02/2016,3239,30,630,286779.6388,6236839.588,3.194,6.854,24.200,131.78,0.831,159,1.371,1.598,1.192,1.388,,,,,,,,,,,,,
2016,7,24/02/2016,3403,1,701,286333.4328,6236801.067,3.229,6.427,27.000,68.23,0.807,85,2.058,2.097,1.664,1.696,,,,,,,,,,,,,
2016,7,24/02/2016,3403,2,702,286383.8953,6236813.91,3.193,6.050,26.600,85.99,0.824,104,1.941,1.861,1.628,1.561,,,,,,,,,,,,,
2016,7,24/02/2016,3403,3,703,286427.1331,6236825.219,3.251,5.903,27.100,111.07,0.791,140,2.086,2.044,1.665,1.631,,,,,,,,,,,,,
2016,7,24/02/2016,3403,4,704,286475.0835,6236837.013,3.293,6.105,26.700,83.77,0.878,95,1.969,1.954,1.775,1.761,,,,,,,,,,,,,
2016,7,24/02/2016,3403,5,705,286588.4362,6236865.416,3.403,5.313,27.200,117.94,0.945,125,1.784,1.757,1.704,1.678,,,,,,,,,,,,,
2016,7,24/02/2016,3403,6,706,286635.7374,6236877.665,3.382,5.527,27.400,135.85,0.910,149,1.943,1.814,1.769,1.651,,,,,,,,,,,,,
2016,7,24/02/2016,3403,7,707,286671.3941,6236887.136,3.308,5.617,26.900,93.22,0.987,94,1.484,1.496,1.462,1.473,,,,,,,,,,,,,
2016,7,24/02/2016,3403,8,708,286730.633,6236901.878,3.332,5.843,27.400,135.12,0.959,141,1.759,1.677,0.642,0.612,,,,,,,,,,,,,
2016,7,24/02/2016,3403,9,709,286762.0134,6236910.04,3.278,5.968,27.400,106.98,0.930,115,1.736,1.777,0.574,0.588,,,,,,,,,,,,,
2016,7,24/02/2016,3403,10,710,286779.8251,6236876.851,3.337,7.027,26.750,108.47,0.868,125,1.637,1.769,1.439,1.555,,,,,,,,,,,,,
2016,7,24/02/2016,3403,11,711,286716.6319,6236860.865,3.445,6.700,27.500,120.96,1.105,109,1.553,1.669,1.785,1.919,,,,,,,,,,,,,
2016,7,24/02/2016,3403,12,712,286685.2537,6236853.164,3.176,6.699,26.200,106.53,0.847,126,1.741,1.795,1.471,1.517,,,,,,,,,,,,,
2016,7,24/02/2016,3403,13,713,286561.5811,6236821.524,3.420,5.705,28.200,102.84,0.951,108,1.872,1.830,1.832,1.791,,,,,,,,,,,,,
2016,7,24/02/2016,3403,14,714,286512.1824,6236809.39,3.363,6.284,27.600,70.67,0.971,73,2.064,1.967,2.021,1.926,,,,,,,,,,,,,
2016,7,24/02/2016,3403,15,715,286470.3061,6236798.919,3.369,5.524,28.200,117.00,1.004,117,1.930,1.944,1.930,1.944,,,,,,,,,,,,,
2016,7,24/02/2016,3403,16,716,286424.889,6236787.174,3.326,6.098,26.300,135.19,0.724,187,1.837,1.948,1.336,1.416,,,,,,,,,,,,,
2016,7,24/02/2016,3403,17,717,286393.2416,6236779.746,3.361,5.708,27.300,109.37,0.770,142,2.065,2.032,1.594,1.568,,,,,,,,,,,,,
2016,7,24/02/2016,3403,18,718,286339.8393,6236765.494,3.357,5.730,27.600,100.54,0.909,111,2.095,2.030,1.916,1.857,,,,,,,,,,,,,
2016,7,24/02/2016,3403,19,719,286299.2108,6236755.587,3.295,6.064,27.400,121.56,0.831,146,2.056,2.028,1.703,1.680,,,,,,,,,,,,,
2016,7,24/02/2016,3403,20,720,286251.2436,6236705.205,3.281,6.125,27.700,126.19,0.759,166,2.231,2.158,1.663,1.608,,,,,,,,,,,,,
2016,7,24/02/2016,3403,21,721,286308.751,6236719.941,3.300,7.061,27.600,91.98,0.801,115,1.876,1.725,1.527,1.405,,,,,,,,,,,,,
2016,7,24/02/2016,3403,22,722,286406.609,6236745.093,3.311,6.416,27.900,141.01,0.792,178,1.911,1.820,1.514,1.442,,,,,,,,,,,,,
2016,7,24/02/2016,3403,23,723,286481.1744,6236764.063,3.259,6.486,27.300,82.96,0.892,93,1.558,1.554,1.390,1.387,,,,,,,,,,,,,
2016,7,24/02/2016,3403,24,724,286516.4398,6236772.691,3.351,7.004,28.050,115.41,0.831,139,1.569,1.620,1.319,1.361,,,,,,,,,,,,,
2016,7,24/02/2016,3403,25,725,286569.5811,6236786.431,3.323,6.355,27.700,129.86,0.951,136,1.380,1.467,1.333,1.417,,,,,,,,,,,,,
2016,7,24/02/2016,3403,26,726,286607.3356,6236795.84,3.359,5.722,27.300,113.97,1.028,111,1.539,1.540,1.588,1.589,,,,,,,,,,,,,
2016,7,24/02/2016,3403,27,727,286646.9299,6236805.925,3.300,5.431,27.700,135.93,0.893,152,1.708,1.632,1.517,1.449,,,,,,,,,,,,,
2016,7,24/02/2016,3403,28,728,286674.8658,6236813.235,3.197,6.649,26.300,100.03,0.898,111,1.620,1.644,1.457,1.479,,,,,,,,,,,,,
2016,7,24/02/2016,3403,29,729,286715.4342,6236822.959,3.363,5.411,27.200,75.67,0.780,97,1.638,1.668,1.270,1.294,,,,,,,,,,,,,
2016,7,24/02/2016,3403,30,730,286783.4967,6236839.989,3.472,4.935,27.300,85.70,0.811,106,1.650,1.615,1.297,1.270,,,,,,,,,,,,,
2016,8,29/02/2016,3499,1,801,286330.8494,6236793.894,3.460,5.185,26.900,128.79,0.775,166,1.991,1.928,1.552,1.503,,,,,,,,,,,,,
2016,8,29/02/2016,3499,2,802,286381.4881,6236806.57,3.376,5.561,26.400,104.38,0.747,140,1.770,1.836,1.317,1.367,,,,,,,,,,,,,
2016,8,29/02/2016,3499,3,803,286425.0213,6236817.488,3.358,6.077,27.500,113.24,0.844,134,1.877,1.851,1.574,1.552,,,,,,,,,,,,,
2016,8,29/02/2016,3499,4,804,286471.9216,6236829.734,3.330,6.184,26.300,101.20,0.731,138,1.636,1.676,1.175,1.204,,,,,,,,,,,,,
2016,8,29/02/2016,3499,5,805,286585.4755,6236858.292,3.413,5.600,26.400,82.71,0.656,126,1.745,1.757,1.161,1.170,,,,,,,,,,,,,
2016,8,29/02/2016,3499,6,806,286632.8122,6236870.266,3.426,6.582,27.200,102.68,0.858,120,1.708,1.613,1.460,1.379,,,,,,,,,,,,,
2016,8,29/02/2016,3499,7,807,286669.1402,6236879.276,3.406,5.595,27.100,134.64,0.999,135,1.864,1.824,1.868,1.828,,,,,,,,,,,,,
2016,8,29/02/2016,3499,8,808,286728.7262,6236895.023,3.383,5.680,26.700,107.45,0.859,125,1.938,1.795,1.665,1.542,,,,,,,,,,,,,
2016,8,29/02/2016,3499,9,809,286760.5436,6236902.861,3.362,5.312,26.200,127.21,0.947,134,1.629,1.685,1.523,1.576,,,,,,,,,,,,,
2016,8,29/02/2016,3499,10,810,286777.5639,6236869.588,3.382,6.071,26.850,121.06,0.866,140,1.630,1.688,1.453,1.504,,,,,,,,,,,,,
2016,8,29/02/2016,3499,11,811,286714.7285,6236853.585,3.361,5.758,26.500,126.69,0.816,155,1.571,1.637,1.285,1.339,,,,,,,,,,,,,
2016,8,29/02/2016,3499,12,812,286683.4419,6236845.236,3.418,5.622,26.700,141.66,0.873,162,1.447,1.560,1.280,1.380,,,,,,,,,,,,,
2016,8,29/02/2016,3499,13,813,286559.0138,6236813.97,3.376,5.886,28.100,123.77,0.930,133,1.736,1.695,1.632,1.594,,,,,,,,,,,,,
2016,8,29/02/2016,3499,14,814,286511.0228,6236801.38,3.295,6.394,26.200,147.30,0.855,172,1.656,1.816,1.405,1.541,,,,,,,,,,,,,
2016,8,29/02/2016,3499,15,815,286469.1566,6236791.282,3.444,6.012,27.100,104.63,0.651,161,1.747,1.807,1.109,1.147,,,,,,,,,,,,,
2016,8,29/02/2016,3499,16,816,286423.5207,6236779.607,3.380,5.907,26.100,97.77,0.809,121,1.954,1.933,1.612,1.595,,,,,,,,,,,,,
2016,8,29/02/2016,3499,17,817,286392.3562,6236771.533,3.438,5.724,26.600,106.10,0.695,153,1.669,1.890,1.162,1.316,,,,,,,,,,,,,
2016,8,29/02/2016,3499,18,818,286337.8411,6236757.718,3.353,5.716,27.000,119.17,0.818,146,1.771,1.793,1.471,1.489,,,,,,,,,,,,,
2016,8,29/02/2016,3499,19,819,286297.5899,6236747.477,3.288,6.155,25.700,112.37,0.714,157,1.796,1.838,1.248,1.277,,,,,,,,,,,,,
2016,8,29/02/2016,3499,20,820,286248.561,6236698.267,3.464,5.395,27.700,115.03,0.742,155,1.807,1.935,1.419,1.519,,,,,,,,,,,,,
2016,8,29/02/2016,3499,21,821,286307.0393,6236712.24,3.398,6.036,27.000,128.49,0.742,173,1.890,1.960,1.414,1.467,,,,,,,,,,,,,
2016,8,29/02/2016,3499,22,822,286404.4137,6236737.514,3.305,5.879,27.100,135.34,0.771,175,1.785,1.916,1.387,1.489,,,,,,,,,,,,,
2016,8,29/02/2016,3499,23,823,286479.3999,6236756.264,3.557,6.021,27.850,100.71,0.800,126,1.760,1.816,1.388,1.432,,,,,,,,,,,,,
2016,8,29/02/2016,3499,24,824,286513.8405,6236765.331,3.329,5.870,26.500,161.69,0.844,192,1.931,1.914,1.651,1.637,,,,,,,,,,,,,
2016,8,29/02/2016,3499,25,825,286568.3231,6236779.027,3.382,5.534,27.800,125.28,0.879,143,1.799,1.851,1.598,1.644,,,,,,,,,,,,,
2016,8,29/02/2016,3499,26,826,286604.9683,6236788.095,3.405,5.854,26.500,116.93,0.794,147,1.666,1.693,1.313,1.334,,,,,,,,,,,,,
2016,8,29/02/2016,3499,27,827,286644.6704,6236798.859,3.393,5.863,27.200,122.97,0.888,139,1.691,1.860,1.487,1.635,,,,,,,,,,,,,
2016,8,29/02/2016,3499,28,828,286673.7158,6236805.545,3.288,5.557,28.100,107.99,0.892,121,1.679,1.779,1.458,1.545,,,,,,,,,,,,,
2016,8,29/02/2016,3499,29,829,286713.1135,6236816.283,3.318,5.842,25.400,91.00,0.754,121,1.840,1.937,1.376,1.448,,,,,,,,,,,,,
2016,8,29/02/2016,3499,30,830,286781.1359,6236832.904,3.398,5.614,26.100,102.63,0.763,135,1.911,1.928,1.468,1.480,,,,,,,,,,,,,
